antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
frozenset({'responsible ai'}),"frozenset({'artificial intelligence', 'generative ai'})",0.01771096889418068,0.01116237535347522,0.006995088554844471,0.3949579831932773,35.382969187675066,1.0,0.006797392072173902,1.6343288518463395,0.989258542875564,0.31972789115646255,0.3881280386929004,0.510812324929972,responsible ai,"artificial intelligence, generative ai"
frozenset({'data ethics'}),"frozenset({'difficulty:hard', 'responsible ai'})",0.015478493823485638,0.012799523738651584,0.006771841047774967,0.4375,34.18095930232558,1.0,0.006573723698642691,1.7550230689090638,0.9860058309037901,0.31487889273356406,0.4302069199457259,0.48328488372093026,data ethics,"difficulty:hard, responsible ai"
"frozenset({'difficulty:hard', 'responsible ai'})",frozenset({'data ethics'}),0.012799523738651584,0.015478493823485638,0.006771841047774967,0.5290697674418605,34.18095930232558,1.0,0.006573723698642691,2.0905888773130923,0.9833301027330879,0.31487889273356406,0.5216658756525867,0.48328488372093026,"difficulty:hard, responsible ai",data ethics
"frozenset({'generative ai', 'responsible ai'})",frozenset({'data ethics'}),0.010939127846405714,0.015478493823485638,0.005730019348117279,0.5238095238095238,33.84111721611722,1.0,0.005560698125312368,2.06749516297068,0.9811834392377617,0.27697841726618705,0.5163229312889177,0.4470009157509157,"generative ai, responsible ai",data ethics
frozenset({'data ethics'}),"frozenset({'generative ai', 'responsible ai'})",0.015478493823485638,0.010939127846405714,0.005730019348117279,0.37019230769230765,33.84111721611721,1.0,0.005560698125312368,1.5704172626560886,0.9857074142788429,0.27697841726618705,0.3632265616409021,0.4470009157509157,data ethics,"generative ai, responsible ai"
frozenset({'prompt engineering'}),"frozenset({'generative ai', 'responsible ai'})",0.014287840452448282,0.010939127846405714,0.005283524333978271,0.3697916666666667,33.80449263038549,1.0,0.005127227820619891,1.5694189045742986,0.9844842875765842,0.26492537313432835,0.36282148947909615,0.42639243197278914,prompt engineering,"generative ai, responsible ai"
"frozenset({'generative ai', 'responsible ai'})",frozenset({'prompt engineering'}),0.010939127846405714,0.014287840452448282,0.005283524333978271,0.4829931972789116,33.80449263038549,1.0,0.005127227820619891,1.9065748349143439,0.9811510701406543,0.26492537313432835,0.4754992137274659,0.42639243197278914,"generative ai, responsible ai",prompt engineering
frozenset({'generative ai'}),frozenset({'prompt engineering'}),0.023961899092126804,0.014287840452448282,0.011460038696234558,0.4782608695652174,33.47327898550725,1.0,0.011117674905068585,1.8892816391328076,0.9939421664032826,0.42777777777777776,0.4706982911986555,0.6401721014492754,generative ai,prompt engineering
frozenset({'prompt engineering'}),frozenset({'generative ai'}),0.014287840452448282,0.023961899092126804,0.011460038696234558,0.8020833333333333,33.47327898550724,1.0,0.011117674905068585,4.931560930902936,0.9841873361426434,0.42777777777777776,0.7972244459692995,0.6401721014492754,prompt engineering,generative ai
frozenset({'responsible ai'}),frozenset({'data ethics'}),0.01771096889418068,0.015478493823485638,0.00915314778984968,0.5168067226890757,33.38869586296057,1.0,0.008879008667213159,2.0375314649566123,0.987540034491254,0.38080495356037153,0.5092100332196371,0.5540764382676148,responsible ai,data ethics
frozenset({'data ethics'}),frozenset({'responsible ai'}),0.015478493823485638,0.01771096889418068,0.00915314778984968,0.5913461538461539,33.38869586296057,1.0,0.008879008667213159,2.403719040823652,0.9853007146851515,0.38080495356037153,0.5839780011655011,0.5540764382676148,data ethics,responsible ai
"frozenset({'difficulty:hard', 'prompt engineering'})",frozenset({'generative ai'}),0.010418216996576872,0.023961899092126804,0.008334573597261497,0.7999999999999999,33.386335403726704,1.0,0.00808493333286964,4.880190504539365,0.9802601895021807,0.31999999999999995,0.7950899664531869,0.5739130434782609,"difficulty:hard, prompt engineering",generative ai
frozenset({'generative ai'}),"frozenset({'difficulty:hard', 'prompt engineering'})",0.023961899092126804,0.010418216996576872,0.008334573597261497,0.34782608695652173,33.386335403726704,1.0,0.00808493333286964,1.5173587339385821,0.9938624580664834,0.31999999999999995,0.340960065913802,0.5739130434782609,generative ai,"difficulty:hard, prompt engineering"
"frozenset({'difficulty:hard', 'generative ai'})",frozenset({'prompt engineering'}),0.017785384729870516,0.014287840452448282,0.008334573597261497,0.4686192468619247,32.798465829846585,1.0,0.008080458857855697,1.8550016230855502,0.987066119727685,0.3510971786833856,0.4609169137347534,0.525976290097629,"difficulty:hard, generative ai",prompt engineering
frozenset({'prompt engineering'}),"frozenset({'difficulty:hard', 'generative ai'})",0.014287840452448282,0.017785384729870516,0.008334573597261497,0.5833333333333333,32.79846582984658,1.0,0.008080458857855697,2.35731507664831,0.9835637712732684,0.3510971786833856,0.5757885698411495,0.525976290097629,prompt engineering,"difficulty:hard, generative ai"
frozenset({'chatgpt'}),frozenset({'generative ai'}),0.006771841047774967,0.023961899092126804,0.005060276826908766,0.7472527472527472,31.185038563920546,1.0,0.00489801065505406,3.8617159644615837,0.9745327216074111,0.1971014492753623,0.7410477598034779,0.47921643573817485,chatgpt,generative ai
"frozenset({'difficulty:hard', 'data ethics'})",frozenset({'responsible ai'}),0.012427444560202412,0.01771096889418068,0.006771841047774967,0.5449101796407185,30.766819302571328,1.0,0.006551738963735067,2.158450897298313,0.9796722755806472,0.2898089171974523,0.5367047722736346,0.46363156040859455,"data ethics, difficulty:hard",responsible ai
frozenset({'responsible ai'}),"frozenset({'difficulty:hard', 'data ethics'})",0.01771096889418068,0.012427444560202412,0.006771841047774967,0.3823529411764706,30.766819302571328,1.0,0.006551738963735067,1.598926994521577,0.9849417249417249,0.2898089171974523,0.3745805759573063,0.46363156040859455,responsible ai,"data ethics, difficulty:hard"
frozenset({'artificial intelligence and machine learning (ai/ml)'}),frozenset({'machine learning'}),0.00930197946122935,0.018231879744009524,0.005134692662598601,0.5519999999999999,30.276636734693877,1.0,0.004965100091680221,2.1914466969999786,0.976050433432724,0.22923588039867107,0.5436804365951641,0.4168163265306122,artificial intelligence and machine learning (ai/ml),machine learning
frozenset({'engineering analysis'}),frozenset({'mathematical modeling'}),0.009748474475368358,0.017562137222801012,0.005060276826908766,0.5190839694656489,29.55699314270928,1.0,0.004889072780459374,2.04284698450497,0.9756784354983444,0.2274247491638796,0.510487076327783,0.40360978134299397,engineering analysis,mathematical modeling
frozenset({'governance'}),frozenset({'political sciences'}),0.016669147194522994,0.010492632832266707,0.005134692662598601,0.3080357142857143,29.35733282674772,1.0,0.004959789421459462,1.429997743519821,0.982311250913063,0.23310810810810811,0.30069819723030977,0.3986987082066869,governance,political sciences
frozenset({'political sciences'}),frozenset({'governance'}),0.010492632832266707,0.016669147194522994,0.005134692662598601,0.4893617021276595,29.35733282674772,1.0,0.004959789421459462,1.9256895867440589,0.9761796547766578,0.23310810810810811,0.480705505765967,0.3986987082066869,political sciences,governance
frozenset({'llm application'}),frozenset({'generative ai'}),0.008408989432951331,0.023961899092126804,0.005878851019496949,0.6991150442477877,29.17611169130985,1.0,0.005677355663237809,3.2438913353702854,0.9739150260051773,0.2219101123595506,0.6917282681154141,0.47222832957731,llm application,generative ai
frozenset({'predictive modeling'}),frozenset({'machine learning'}),0.009525226968298854,0.018231879744009524,0.005060276826908766,0.53125,29.138520408163266,1.0,0.004886614034288345,2.094438656546113,0.974967958633491,0.22295081967213118,0.5225450996740696,0.40440051020408163,predictive modeling,machine learning
frozenset({'large language modeling'}),frozenset({'generative ai'}),0.007664831076052984,0.023961899092126804,0.005209108498288436,0.6796116504854369,28.362178134233854,1.0,0.005025444589485857,3.046421951318514,0.9721934758155232,0.1971830985915493,0.6717460627648141,0.4485014774166315,large language modeling,generative ai
"frozenset({'data ethics', 'responsible ai'})",frozenset({'artificial intelligence'}),0.00915314778984968,0.02403631492781664,0.0061765143622562885,0.6747967479674797,28.074051700269326,1.0,0.0059565064193986125,3.001088331596964,0.9732885729926841,0.22865013774104687,0.6667875485464729,0.4658813461199628,"data ethics, responsible ai",artificial intelligence
frozenset({'statistics'}),"frozenset({'khan academy', 'difficulty:hard', 'probability'})",0.029096591754725405,0.014213424616758447,0.011385622860544724,0.391304347826087,27.530616890507627,1.0,0.010972060647034338,1.6195065167010396,0.9925568244722073,0.35664335664335667,0.3825279554681782,0.5961757341224675,statistics,"difficulty:hard, khan academy, probability"
"frozenset({'khan academy', 'difficulty:hard', 'probability'})",frozenset({'statistics'}),0.014213424616758447,0.029096591754725405,0.011385622860544724,0.8010471204188481,27.530616890507623,1.0,0.010972060647034338,4.880067130917036,0.9775714417520109,0.35664335664335667,0.7950847860955377,0.5961757341224675,"difficulty:hard, khan academy, probability",statistics
"frozenset({'khan academy', 'probability'})","frozenset({'difficulty:hard', 'statistics'})",0.015106414645036464,0.027682690876618544,0.011385622860544724,0.7536945812807881,27.22620371841729,1.0,0.010967436653672157,3.947608275040928,0.9780454380467716,0.36255924170616116,0.7466820590273405,0.5824924519307166,"khan academy, probability","difficulty:hard, statistics"
"frozenset({'difficulty:hard', 'statistics'})","frozenset({'khan academy', 'probability'})",0.027682690876618544,0.015106414645036464,0.011385622860544724,0.41129032258064513,27.22620371841729,1.0,0.010967436653672157,1.6729699258084312,0.9906958038075172,0.36255924170616116,0.402260623712785,0.5824924519307166,"difficulty:hard, statistics","khan academy, probability"
frozenset({'sustainable development'}),frozenset({'environmental science'}),0.016817978865902663,0.011906533710373568,0.00543235600535794,0.3230088495575221,27.12870575221239,1.0,0.005232112173050719,1.4595367541271604,0.9796138006544486,0.23322683706070288,0.31485110109609743,0.38962942477876106,sustainable development,environmental science
frozenset({'environmental science'}),frozenset({'sustainable development'}),0.011906533710373568,0.016817978865902663,0.00543235600535794,0.45625,27.12870575221239,1.0,0.005232112173050719,1.8081508434650069,0.9747445047632607,0.23322683706070288,0.4469487965485922,0.38962942477876106,environmental science,sustainable development
"frozenset({'artificial intelligence', 'responsible ai'})",frozenset({'generative ai'}),0.010790296175026045,0.023961899092126804,0.006995088554844471,0.6482758620689655,27.054444206468194,1.0,0.006736532566724335,2.7750102868949336,0.9735423059008821,0.2520107238605898,0.6396409754866391,0.4701006639537374,"artificial intelligence, responsible ai",generative ai
"frozenset({'responsible ai', 'generative ai'})",frozenset({'artificial intelligence'}),0.010939127846405714,0.02403631492781664,0.006995088554844471,0.6394557823129252,26.60373623133464,1.0,0.006732152232892614,2.706918145388886,0.9730556751729293,0.25,0.6305761954038193,0.4652387270697753,"generative ai, responsible ai",artificial intelligence
"frozenset({'difficulty:hard', 'probability'})","frozenset({'khan academy', 'statistics'})",0.018231879744009524,0.023664235749367466,0.011385622860544724,0.6244897959183674,26.389603388525224,1.0,0.010954179360128364,2.600024589580489,0.9799730397730229,0.37317073170731707,0.6153882528621205,0.5528109356950328,"difficulty:hard, probability","khan academy, statistics"
"frozenset({'khan academy', 'statistics'})","frozenset({'difficulty:hard', 'probability'})",0.023664235749367466,0.018231879744009524,0.011385622860544724,0.4811320754716981,26.389603388525224,1.0,0.010954179360128364,1.8921349226751816,0.9854256336681014,0.37317073170731707,0.47149646253230343,0.5528109356950328,"khan academy, statistics","difficulty:hard, probability"
"frozenset({'data ethics', 'responsible ai'})",frozenset({'generative ai'}),0.00915314778984968,0.023961899092126804,0.005730019348117279,0.6260162601626016,26.12548603746907,1.0,0.005510692544401578,2.609841008949313,0.9706073123271772,0.2092391304347826,0.6168348966197804,0.4325733474726051,"data ethics, responsible ai",generative ai
"frozenset({'prompt engineering', 'generative ai'})",frozenset({'responsible ai'}),0.011460038696234558,0.01771096889418068,0.005283524333978271,0.4610389610389611,26.03126705227546,1.0,0.005080555945103153,1.822560370967424,0.9727322077602623,0.22118380062305296,0.4513213301849666,0.37967914438502676,"generative ai, prompt engineering",responsible ai
frozenset({'statistics'}),"frozenset({'khan academy', 'probability'})",0.029096591754725405,0.015106414645036464,0.011385622860544724,0.391304347826087,25.903191261512102,1.0,0.010946077680740492,1.6180394616545828,0.9902063479897465,0.34693877551020413,0.381968101706608,0.5724994645534376,statistics,"khan academy, probability"
"frozenset({'khan academy', 'probability'})",frozenset({'statistics'}),0.015106414645036464,0.029096591754725405,0.011385622860544724,0.7536945812807881,25.9031912615121,1.0,0.010946077680740492,3.9418678374758143,0.9761407043613315,0.34693877551020413,0.7463131588297104,0.5724994645534376,"khan academy, probability",statistics
frozenset({'responsible ai'}),frozenset({'generative ai'}),0.01771096889418068,0.023961899092126804,0.010939127846405714,0.6176470588235294,25.776214833759592,1.0,0.01051473939693956,2.5527150331436688,0.9785353535353534,0.35593220338983056,0.608260229984034,0.5370843989769821,responsible ai,generative ai
frozenset({'generative ai'}),frozenset({'responsible ai'}),0.023961899092126804,0.01771096889418068,0.010939127846405714,0.45652173913043476,25.77621483375959,1.0,0.01051473939693956,1.8074118172347076,0.9848022771170071,0.35593220338983056,0.4467226613965744,0.5370843989769821,generative ai,responsible ai
frozenset({'artificial intelligence'}),frozenset({'responsible ai'}),0.02403631492781664,0.01771096889418068,0.010790296175026045,0.44891640866873067,25.346801259203374,1.0,0.010364589749008755,1.7824682980178634,0.9842039254867421,0.34855769230769235,0.4389802045220002,0.5290800530738611,artificial intelligence,responsible ai
frozenset({'responsible ai'}),frozenset({'artificial intelligence'}),0.01771096889418068,0.02403631492781664,0.010790296175026045,0.6092436974789915,25.34680125920337,1.0,0.010364589749008755,2.4976274951309634,0.977866248693835,0.34855769230769235,0.5996200386368805,0.5290800530738611,responsible ai,artificial intelligence
frozenset({'exploratory data analysis'}),frozenset({'data analysis'}),0.008185741925881828,0.0305849084685221,0.006250930197946123,0.7636363636363637,24.967750497677507,1.0,0.006000570030396083,4.101371541094714,0.9678710770022295,0.19221967963386727,0.7561791244757392,0.48400796284007963,exploratory data analysis,data analysis
"frozenset({'difficulty:hard', 'responsible ai'})",frozenset({'generative ai'}),0.012799523738651584,0.023961899092126804,0.007590415240363149,0.5930232558139535,24.748591651018348,1.0,0.007283714344110299,2.3982650479450602,0.9720352485936331,0.260204081632653,0.5830319084803224,0.4548967210746786,"difficulty:hard, responsible ai",generative ai
frozenset({'generative ai'}),"frozenset({'difficulty:hard', 'responsible ai'})",0.023961899092126804,0.012799523738651584,0.007590415240363149,0.3167701863354037,24.748591651018344,1.0,0.007283714344110299,1.4449025152552464,0.9831518456727002,0.260204081632653,0.30791178682158565,0.4548967210746786,generative ai,"difficulty:hard, responsible ai"
"frozenset({'khan academy', 'difficulty:hard', 'statistics'})",frozenset({'probability'}),0.02358981991367763,0.019794612293496057,0.011385622860544724,0.48264984227129337,24.382889400156543,1.0,0.010918671521280083,1.8946652920912301,0.982156528998816,0.3558139534883721,0.4722022912573368,0.5289189060980527,"difficulty:hard, khan academy, statistics",probability
frozenset({'probability'}),"frozenset({'khan academy', 'difficulty:hard', 'statistics'})",0.019794612293496057,0.02358981991367763,0.011385622860544724,0.575187969924812,24.382889400156543,1.0,0.010918671521280083,2.298452282327095,0.9783537668534364,0.3558139534883721,0.5649246200632287,0.5289189060980527,probability,"difficulty:hard, khan academy, statistics"
frozenset({'probability'}),"frozenset({'khan academy', 'statistics'})",0.019794612293496057,0.023664235749367466,0.011385622860544724,0.575187969924812,24.306213647325862,1.0,0.010917198488664105,2.2982771087669756,0.9782217776269329,0.3549883990719257,0.5648914588300018,0.528160022698255,probability,"khan academy, statistics"
"frozenset({'khan academy', 'statistics'})",frozenset({'probability'}),0.023664235749367466,0.019794612293496057,0.011385622860544724,0.4811320754716981,24.306213647325862,1.0,0.010917198488664105,1.8891231108525348,0.9820988761358203,0.3549883990719257,0.47065387414126025,0.528160022698255,"khan academy, statistics",probability
"frozenset({'difficulty:hard', 'probability'})",frozenset({'statistics'}),0.018231879744009524,0.029096591754725405,0.012873939574341419,0.7061224489795919,24.268218591784542,1.0,0.012343454012508727,3.3037685419457263,0.976599081050601,0.3736501079913608,0.6973153575065345,0.5742888459731719,"difficulty:hard, probability",statistics
frozenset({'statistics'}),"frozenset({'difficulty:hard', 'probability'})",0.029096591754725405,0.018231879744009524,0.012873939574341419,0.44245524296675187,24.26821859178454,1.0,0.012343454012508727,1.7608776835784048,0.9875275294167685,0.3736501079913608,0.43210138368735024,0.5742888459731719,statistics,"difficulty:hard, probability"
frozenset({'prompt engineering'}),frozenset({'responsible ai'}),0.014287840452448282,0.01771096889418068,0.006102098526566453,0.4270833333333333,24.1140581232493,1.0,0.005849047028748125,1.7145408542937934,0.9724242569316829,0.23563218390804594,0.4167534722222222,0.3858105742296919,prompt engineering,responsible ai
frozenset({'responsible ai'}),frozenset({'prompt engineering'}),0.01771096889418068,0.014287840452448282,0.006102098526566453,0.3445378151260504,24.114058123249297,1.0,0.005849047028748125,1.5038429100789572,0.9758130081300813,0.23563218390804594,0.33503692885881514,0.3858105742296919,responsible ai,prompt engineering
"frozenset({'difficulty:hard', 'generative ai'})",frozenset({'responsible ai'}),0.017785384729870516,0.01771096889418068,0.007590415240363149,0.42677824267782427,24.096832038254632,1.0,0.0072754188446413764,1.713628309739349,0.975856756825012,0.272,0.4164428806897426,0.4276748356246264,"difficulty:hard, generative ai",responsible ai
frozenset({'responsible ai'}),"frozenset({'difficulty:hard', 'generative ai'})",0.01771096889418068,0.017785384729870516,0.007590415240363149,0.42857142857142855,24.096832038254632,1.0,0.0072754188446413764,1.7188755767227266,0.9757828282828284,0.272,0.4182243243535766,0.4276748356246264,responsible ai,"difficulty:hard, generative ai"
"frozenset({'difficulty:hard', 'statistics'})",frozenset({'probability'}),0.027682690876618544,0.019794612293496057,0.012873939574341419,0.4650537634408602,23.493956665858192,1.0,0.012325971441198055,1.8323437398332636,0.9846948661707702,0.37204301075268814,0.45425087102325235,0.557714851645242,"difficulty:hard, statistics",probability
frozenset({'probability'}),"frozenset({'difficulty:hard', 'statistics'})",0.019794612293496057,0.027682690876618544,0.012873939574341419,0.6503759398496239,23.49395666585819,1.0,0.012325971441198055,2.7810366045894557,0.9767706590789011,0.37204301075268814,0.6404218490509143,0.557714851645242,probability,"difficulty:hard, statistics"
"frozenset({'difficulty:hard', 'responsible ai'})",frozenset({'artificial intelligence'}),0.012799523738651584,0.02403631492781664,0.007218336061913975,0.563953488372093,23.462560299517605,1.0,0.006910682678405681,2.2382100510988736,0.9697917783777147,0.24371859296482415,0.5532144092065716,0.43213154294765643,"difficulty:hard, responsible ai",artificial intelligence
frozenset({'artificial intelligence'}),"frozenset({'difficulty:hard', 'responsible ai'})",0.02403631492781664,0.012799523738651584,0.007218336061913975,0.30030959752321984,23.462560299517605,1.0,0.006910682678405681,1.4109104151876795,0.9809575091085599,0.24371859296482415,0.29123777864593914,0.43213154294765643,artificial intelligence,"difficulty:hard, responsible ai"
frozenset({'data visualization software'}),frozenset({'data analysis'}),0.00945081113260902,0.0305849084685221,0.0066974252120851315,0.7086614173228346,23.170297143513995,1.0,0.006408373018640995,3.3274518006620992,0.9659705005884858,0.20089285714285715,0.6994697264131612,0.46381975975630785,data visualization software,data analysis
"frozenset({'difficulty:hard', 'data visualization'})",frozenset({'data analysis'}),0.008334573597261497,0.0305849084685221,0.005878851019496949,0.7053571428571429,23.062261035801185,1.0,0.0056239388489005455,3.2901360682280467,0.9646793077965033,0.17792792792792794,0.6960612025573261,0.448785627389642,"data visualization, difficulty:hard",data analysis
frozenset({'statistics'}),frozenset({'probability'}),0.029096591754725405,0.019794612293496057,0.013246018752790594,0.45524296675191817,22.998327019595024,1.0,0.01267006299994367,1.7993441624095918,0.9851840752060614,0.37160751565762,0.44424195165595787,0.5622079495413727,statistics,probability
frozenset({'probability'}),frozenset({'statistics'}),0.019794612293496057,0.029096591754725405,0.013246018752790594,0.6691729323308271,22.998327019595024,1.0,0.01267006299994367,2.9347762112868527,0.9758348488622445,0.37160751565762,0.6592585164912742,0.5622079495413727,probability,statistics
frozenset({'data visualization'}),frozenset({'data analysis'}),0.011832117874683733,0.0305849084685221,0.008260157761571662,0.6981132075471698,22.82541431391452,1.0,0.007898273519385697,3.21118749069802,0.9676383967369735,0.24183006535947713,0.6885887221170544,0.48409310012394985,data visualization,data analysis
frozenset({'data visualization'}),"frozenset({'difficulty:hard', 'data analysis'})",0.011832117874683733,0.02232475070695044,0.005878851019496949,0.4968553459119497,22.255807127882598,1.0,0.005614701937609382,1.9431295579699361,0.9665036924200292,0.20789473684210527,0.4853662763255274,0.3800943396226415,data visualization,"data analysis, difficulty:hard"
frozenset({'responsible ai'}),"frozenset({'difficulty:hard', 'artificial intelligence'})",0.01771096889418068,0.0186039589224587,0.007218336061913975,0.40756302521008403,21.907327731092437,1.0,0.006888841924129694,1.6565408352940059,0.9715604498594189,0.2480818414322251,0.39633241831764554,0.397781512605042,responsible ai,"artificial intelligence, difficulty:hard"
"frozenset({'difficulty:hard', 'artificial intelligence'})",frozenset({'responsible ai'}),0.0186039589224587,0.01771096889418068,0.007218336061913975,0.388,21.907327731092437,1.0,0.006888841924129694,1.6050474364474172,0.9724444903051509,0.2480818414322251,0.37696545454545455,0.397781512605042,"artificial intelligence, difficulty:hard",responsible ai
frozenset({'world history'}),frozenset({'cultural diversity'}),0.011906533710373568,0.02247358237833011,0.005804435183807114,0.4875,21.6921357615894,1.0,0.005536852717626669,1.9073686197496,0.9653948501666532,0.20312499999999994,0.47571749390986595,0.37288907284768213,world history,cultural diversity
"frozenset({'prompt engineering', 'generative ai'})",frozenset({'artificial intelligence'}),0.011460038696234558,0.02403631492781664,0.005730019348117279,0.5,20.80185758513932,1.0,0.0054545622489296204,1.9519273701443667,0.962962962962963,0.19250000000000003,0.487685855890202,0.36919504643962847,"generative ai, prompt engineering",artificial intelligence
frozenset({'social justice'}),frozenset({'cultural diversity'}),0.012055365381753237,0.02247358237833011,0.00543235600535794,0.4506172839506173,20.05097702559071,1.0,0.005161428758350239,1.7793177489293317,0.9617210168106419,0.18670076726342708,0.43798683478443934,0.34616956912762653,social justice,cultural diversity
frozenset({'data cleansing'}),frozenset({'data analysis'}),0.008929900282780175,0.0305849084685221,0.00543235600535794,0.6083333333333333,19.889983779399838,1.0,0.005159235822576078,2.4751023613569645,0.9582807900318242,0.15938864628820962,0.5959763056216575,0.3929744525547445,data cleansing,data analysis
frozenset({'artificial intelligence'}),frozenset({'data ethics'}),0.02403631492781664,0.015478493823485638,0.0073671677332936445,0.3065015479876161,19.801768278161465,1.0,0.006995121781144079,1.4196448504241703,0.9728840058996369,0.22916666666666666,0.2955984733074516,0.39123154322457726,artificial intelligence,data ethics
frozenset({'data ethics'}),frozenset({'artificial intelligence'}),0.015478493823485638,0.02403631492781664,0.0073671677332936445,0.47596153846153844,19.801768278161465,1.0,0.006995121781144079,1.8623894173854507,0.96442734220512,0.22916666666666666,0.46305536819261556,0.39123154322457726,data ethics,artificial intelligence
frozenset({'statistical analysis'}),frozenset({'data analysis'}),0.013320434588480428,0.0305849084685221,0.008036910254502158,0.6033519553072626,19.727113322187336,1.0,0.007629505981852549,2.444018329354008,0.9621242594128935,0.22406639004149378,0.5908377658262834,0.4330628389674999,statistical analysis,data analysis
frozenset({'artificial intelligence'}),"frozenset({'difficulty:hard', 'generative ai'})",0.02403631492781664,0.017785384729870516,0.008408989432951331,0.3498452012383901,19.67037579180538,1.0,0.007981494324471783,1.5107396225345324,0.9725383688878843,0.25167037861915365,0.3380725671824749,0.41132427425936235,artificial intelligence,"difficulty:hard, generative ai"
"frozenset({'difficulty:hard', 'generative ai'})",frozenset({'artificial intelligence'}),0.017785384729870516,0.02403631492781664,0.008408989432951331,0.4728033472803347,19.67037579180538,1.0,0.007981494324471783,1.8512327042242207,0.9663490194684903,0.25167037861915365,0.45981939616874856,0.41132427425936235,"difficulty:hard, generative ai",artificial intelligence
frozenset({'statistical analysis'}),"frozenset({'difficulty:hard', 'data analysis'})",0.013320434588480428,0.02232475070695044,0.005804435183807114,0.43575418994413406,19.518882681564243,1.0,0.005507059802311048,1.7327115804302562,0.9615761717730191,0.19451371571072315,0.42286990443517075,0.347877094972067,statistical analysis,"data analysis, difficulty:hard"
frozenset({'artificial intelligence'}),frozenset({'generative ai'}),0.02403631492781664,0.023961899092126804,0.01116237535347522,0.4643962848297214,19.3806126569621,1.0,0.010586419600628297,1.8223139109436015,0.9717595628415301,0.30303030303030304,0.4512471237833025,0.46511739707324584,artificial intelligence,generative ai
frozenset({'generative ai'}),frozenset({'artificial intelligence'}),0.023961899092126804,0.02403631492781664,0.01116237535347522,0.46583850931677023,19.3806126569621,1.0,0.010586419600628297,1.8270948057746692,0.971685473213378,0.30303030303030304,0.45268302616841466,0.46511739707324584,generative ai,artificial intelligence
frozenset({'social sciences'}),frozenset({'cultural diversity'}),0.012873939574341419,0.02247358237833011,0.0055067718410477745,0.4277456647398844,19.033265704551546,1.0,0.005217448299490168,1.7082027297833222,0.9598170352787767,0.1845386533665835,0.41458939119782023,0.33638938866133294,social sciences,cultural diversity
frozenset({'generative ai'}),"frozenset({'difficulty:hard', 'artificial intelligence'})",0.023961899092126804,0.0186039589224587,0.008408989432951331,0.35093167701863354,18.863279503105588,1.0,0.007963203246537305,1.5120072977366903,0.9702356373489651,0.24618736383442263,0.33862753076860763,0.4014658385093167,generative ai,"artificial intelligence, difficulty:hard"
"frozenset({'difficulty:hard', 'artificial intelligence'})",frozenset({'generative ai'}),0.0186039589224587,0.023961899092126804,0.008408989432951331,0.45199999999999996,18.863279503105588,1.0,0.007963203246537305,1.781091425014367,0.9649386274999263,0.24618736383442263,0.4385465080817322,0.4014658385093167,"artificial intelligence, difficulty:hard",generative ai
"frozenset({'statistical analysis', 'difficulty:hard'})",frozenset({'data analysis'}),0.010120553653817532,0.0305849084685221,0.005804435183807114,0.5735294117647058,18.75203950193216,1.0,0.005494898976654338,2.2731112491082928,0.9563512716422055,0.16631130063965882,0.5600743252701402,0.381655216831258,"difficulty:hard, statistical analysis",data analysis
frozenset({'prompt engineering'}),frozenset({'artificial intelligence'}),0.014287840452448282,0.02403631492781664,0.006399761869325792,0.44791666666666663,18.63499742002064,1.0,0.006056334836572347,1.767783278621313,0.9600546369417357,0.20046620046620042,0.43431979921209807,0.3570852683178534,prompt engineering,artificial intelligence
frozenset({'data ethics'}),"frozenset({'difficulty:hard', 'artificial intelligence'})",0.015478493823485638,0.0186039589224587,0.005357940169668105,0.34615384615384615,18.606461538461538,1.0,0.0050699789063944475,1.500958651059769,0.9611321071638532,0.1865284974093264,0.3337591283451156,0.31707692307692303,data ethics,"artificial intelligence, difficulty:hard"
"frozenset({'difficulty:hard', 'data ethics'})",frozenset({'artificial intelligence'}),0.012427444560202412,0.02403631492781664,0.005357940169668105,0.43113772455089816,17.936931091377616,1.0,0.0050592301984710986,1.7156414253374168,0.9561313724997696,0.17224880382775118,0.4171276204738825,0.3270239706345822,"data ethics, difficulty:hard",artificial intelligence
frozenset({'data manipulation'}),frozenset({'data analysis'}),0.011906533710373568,0.0305849084685221,0.006325346033635958,0.53125,17.369677615571778,1.0,0.00596118578992681,2.068085528600486,0.9537846769977761,0.1748971193415638,0.5164610040684732,0.36903132603406325,data manipulation,data analysis
frozenset({'data ethics'}),frozenset({'generative ai'}),0.015478493823485638,0.023961899092126804,0.0061765143622562885,0.39903846153846156,16.653039894887723,1.0,0.005805620255159818,1.624127399910701,0.9547286652278048,0.18568232662192394,0.38428475496750886,0.3284012183468705,data ethics,generative ai
"frozenset({'cultural diversity', 'difficulty:hard'})",frozenset({'research'}),0.01443667212382795,0.02217591903557077,0.005134692662598601,0.35567010309278346,16.038573306579945,1.0,0.004814546190437511,1.517582973656794,0.951385150070691,0.1631205673758865,0.341057446374492,0.2936068636269286,"cultural diversity, difficulty:hard",research
frozenset({'machine learning'}),frozenset({'artificial intelligence'}),0.018231879744009524,0.02403631492781664,0.006920672719154636,0.37959183673469393,15.792430656473117,1.0,0.006482445515901542,1.573099360807138,0.9540730706818293,0.19578947368421054,0.36431224567600584,0.3337587666645606,machine learning,artificial intelligence
